region,founder,university,admission_type,college,department,quota,applicants,rate
충북,사립,청주대학교,정원외 특성화고졸업재직자전형,청암학부,한국어교육과 / 한국어를 모국어로 사용하지 않는 외국인 및 재외동포를 대상으로 외국어로서의 한국어를 가르칠 수 있는 인재의 양성을 목표로 하는 학과(한국어 교원 2급 자격증 취득 가능),80,1,0.01
충북,사립,우석대학교(진천),학생부교과_성인학습자등,글로컬 라이프대학,글로컬라이프 자율전공학부(진천) / 소방산업안전학과 창업컨설팅학과 AI융합심리치유학과,81,2,0.02
충북,사립,건국대학교(글로컬),[학생부교과] 만학도(정원외),KU글로컬혁신대학,라이프설계융합학과,35,1,0.03
충북,사립,중원대학교,학생부교과 (일반전형1),,바이오융합학과,27,1,0.04
경기,국립,국립한국교통대학교(의왕),평생학습자전형Ⅲ,,스포츠복지학과(야),21,1,0.05
충북,국립,국립한국교통대학교(충주증평),평생학습자전형Ⅲ,,스포츠복지학과(야),21,1,0.05
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,경상대학,경제학부,16,1,0.06
충남,사립,유원대학교(아산),유원면접,,창의설계학부,29,2,0.07
충북,사립,유원대학교(영동),유원면접,,창의설계학부,29,2,0.07
대전,사립,배재대학교,정원내 학생부교과 일반고교과,,AI소프트웨어공학부(인공지능) [신설],15,1,0.07
충북,사립,극동대학교,정원 외 학생부교과 기회균형전형(정원 외),,"글로벌융합학부(경영서비스, 과학기술, K컬처)",15,1,0.07
대전,사립,한국침례신학대학교,기독교인전형,,기독교문화학과 크리스천커뮤니케이션전공,40,3,0.08
충남,사립,상명대학교(천안),정원내 학생부교과(학생부교과전형),,소프트웨어학과,12,1,0.08
경기,사립,화성의과학대학교,(정원내) 학생부 교과우수자 전형,,바이오헬스케어학과,32,3,0.09
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),AI의료융합혁신교육원,첨단의료기기스쿨,32,3,0.09
경기,사립,루터대학교,학생부위주(종합)-특별전형(성인학습자),,휴먼케어디자인학부,20,2,0.1
서울,사립,한성대학교,교과우수전형,AI융합대학,AI응용학과,20,2,0.1
충북,사립,우석대학교(진천),실기(실적)위주_실기일반,체육대학,체육 자율전공학부(전주) / 체육학과 태권도학과 스포츠지도학과,20,2,0.1
대전,사립,대전대학교,"교과면접전형 [1단계:교과/출석 100%, 2단계:교과/출석 60% + 면접 40%]",SW융합대학,"AI소프트웨어학부 (빅데이터전공, 인공지능전공)",10,1,0.1
충남,사립,백석대학교,정원외 모집 학생부 교과 특성화고교 일반전형,,기독교학부,10,1,0.1
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),글로벌경영대학,회계학과,10,1,0.1
충북,사립,중원대학교,학생부교과 (일반전형2),,경찰행정학과,10,1,0.1
충북,사립,건국대학교(글로컬),[학생부교과] 만학도(정원외),KU글로컬혁신대학,첨단산업융합학과,35,4,0.11
경기,사립,한국공학대학교,학생부교과(지역균형),,"디자인공학부(산업디자인공학전공, 미디어디자인공학전공)",19,2,0.11
충남,사립,백석대학교,정원외 모집 학생부 교과 + 면접 만학도,,사회복지학부,18,2,0.11
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,아시아중동학부(중동학전공),9,1,0.11
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,문과대학,중어중문학부,9,1,0.11
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,영어영문학부,영어영문학전공,9,1,0.11
대전,국립,충남대학교,지역인재전형,공과대학,스마트시티건축공학과,9,1,0.11
세종,사립,고려대학교(세종),논술(일반전형),과학기술대학,반도체물리학부,9,1,0.11
세종,사립,고려대학교(세종),논술(일반전형),공공정책대학,빅데이터사이언스학부,9,1,0.11
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,아시아중동학부(중동학전공),9,1,0.11
충남,사립,유원대학교(아산),유원면접,,스마트팜학과,9,1,0.11
충북,사립,극동대학교,정원 외 학생부교과 농어촌학생전형(정원 외),,"사회복지학부(사회복지, 재활상담치료, 안경광학, 상담복지)",9,1,0.11
충북,사립,유원대학교(영동),유원면접,,스마트팜학과,9,1,0.11
충북,사립,청주대학교,정원내 교과인재전형 [교과100%],경상대학,"회계학과 / 유지취업률 89.2%(25), 2027년 AI+회계 교과목 신설, 연 10회 전문가 초빙 ESG 교육. AI 활용에 강한 회계전문가 양성",9,1,0.11
세종,사립,고려대학교(세종),학생부교과(일반전형),과학기술대학,전자및정보공학과,25,3,0.12
충남,사립,금강대학교,일반전형,,"불교문화학부 | 불교미술전공, 불교음악전공, 불교문화콘텐츠전공",38,5,0.13
경기,사립,화성의과학대학교,(정원내) 학생부 교과우수자 전형,,서비스디자인학과,16,2,0.13
세종,사립,고려대학교(세종),학생부교과(일반전형),과학기술대학,컴퓨터소프트웨어학과,15,2,0.13
경기,사립,강남대학교,[정원내]학생부교과(만학도전형),인문사회계,상경학부(야),8,1,0.13
경기,사립,한양대학교(ERICA),학생부교과(지역균형선발),공학대학,건축학부(건축공학전공),8,1,0.13
서울,사립,동덕여자대학교,논술우수자전형,문화지식융합대학,앙트러프러너십전공,8,1,0.13
서울,사립,세종대학교,학생부교과(지역균형 전형),인공지능융합,양자지능정보학과,8,1,0.13
인천,사립,인하대학교,학생부교과 지역균형,자연과학대학,화학과,8,1,0.13
인천,사립,인하대학교,학생부교과 지역균형,문과대학,일본언어문화학과,8,1,0.13
세종,사립,고려대학교(세종),학생부교과(일반전형),스마트도시학부,스마트도시학부,8,1,0.13
충남,사립,금강대학교,기회균형특별전형,,"프라마나학부 | 불교학전공, 행정학전공, 경영학전공, 사회복지학전공, 프라마나전공",8,1,0.13
충남,사립,유원대학교(아산),장애인 등 대상자,,사회복지학부,8,1,0.13
충남,사립,호서대학교,- 정원내 학생부교과 지역인재전형,,정보통신공학과,8,1,0.13
충북,사립,유원대학교(영동),장애인 등 대상자,,사회복지학부,8,1,0.13
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),AI의료융합혁신교육원,디지털의료스쿨,50,7,0.14
인천,사립,청운대학교(인천),평생학습자1전형,,지역비즈니스학과(야간),14,2,0.14
충남,사립,청운대학교(홍성),평생학습자1전형,,지역비즈니스학과(야간),14,2,0.14
경기,사립,대진대학교,학생부교과(학교장추천전형) - 교과100%,AI공과대학,컴퓨터공학과 [교직],7,1,0.14
경기,사립,용인대학교,정원내 교과성적우수자 특별전형,AI바이오융합대학,자연과학 / 보건환경안전학과,7,1,0.14
서울,사립,성신여자대학교,지역균형,,컴퓨터공학과,7,1,0.14
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,공과대학,지능형전자시스템학부,7,1,0.14
세종,사립,고려대학교(세종),학생부교과(일반전형),과학기술대학,응용수리과학부,7,1,0.14
충북,사립,우석대학교(진천),학생부교과_교과면접,휴먼테크 융합대학,식품영양학과(전주) [교직],7,1,0.14
충북,사립,중원대학교,학생부교과 (성인학습자전형),,New-Start학과,34,5,0.15
경기,사립,안양대학교(안양),학생부교과(특성화고교 등을 졸업한 재직자),,정보전기전자공학과(야간),20,3,0.15
인천,사립,안양대학교(강화),학생부교과(특성화고교 등을 졸업한 재직자),,정보전기전자공학과(야간),20,3,0.15
대전,사립,목원대학교,실기전형 경쟁률 현황 실기100 [수능최저없음],-,창의예술자율전공학부 (미술·디자인·웹툰·애니메이션·게임콘텐츠 계열),20,3,0.15
대전,사립,배재대학교,정원내 학생부교과 교과,,피지컬AI공학부(AI융합전자) [신설],20,3,0.15
충북,사립,극동대학교,정원 내 학생부교과 교과우수자전형,,"글로벌융합학부(경영서비스, 과학기술, K컬처)",102,16,0.16
충남,사립,유원대학교(아산),유원교과,,자율설계학부,71,12,0.17
충북,사립,유원대학교(영동),유원교과,,자율설계학부,71,12,0.17
충북,사립,세명대학교,일반전형(정원내),자연과학,스마트IT학부 [인공지능응용학/정보통신학],24,4,0.17
경기,사립,강남대학교,[정원내]학생부교과(만학도전형),인문사회계,법행정세무학부(야),12,2,0.17
충북,사립,극동대학교,정원 외 학생부교과 기회균형전형(정원 외),,"항공운항학과(고정익, 회전익)",12,2,0.17
경기,사립,강남대학교,[정원내]학생부교과(만학도전형),인문사회계,사회복지학부(야),6,1,0.17
경기,사립,단국대학교(죽전),[학생부교과] 지역균형선발 경쟁률 현황 (죽전),,기계공학과,6,1,0.17
경기,사립,명지대학교(용인),학생부교과(학교장추천전형),,전기전자공학부 / 전기정보공학전공,6,1,0.17
경기,사립,서울신학대학교,[실적/실기위주]전문연주자전형,,예술학부 / 교회음악과(성악),6,1,0.17
경기,사립,서울장신대학교,학생부교과위주(농어촌 및 특수교육대상자) 특수교육대상자(정원외),,"자율전공학부(학과 선택 시 인원, 성적 제한 없음)",6,1,0.17
경기,사립,한국외국어대학교(용인),학생부종합전형(서류형),,통계학과,6,1,0.17
경기,사립,한신대학교,논술,인문,사회학,6,1,0.17
경기,사립,협성대학교,정원내 [학생부종합]융합인재Ⅱ(면접),경영대학,금융보험학과,6,1,0.17
서울,사립,명지대학교(서울),학생부교과(학교장추천전형),,전기전자공학부 / 전기정보공학전공,6,1,0.17
서울,사립,숙명여자대학교,[학생부종합] 숙명인재(면접형)전형,이과대학,수학과,6,1,0.17
서울,사립,한국외국어대학교(서울),학생부종합전형(서류형),,통계학과,6,1,0.17
충남,사립,나사렛대학교,창의융합인재(학생부종합-서류형/면접형/실기위주),,경영학과,6,1,0.17
충남,사립,단국대학교(천안),[학생부교과] 지역균형선발 경쟁률 현황 (죽전),,기계공학과,6,1,0.17
충남,사립,백석대학교,정원외 모집 학생부 교과 기초생활수급자 및 차상위계층,,어문학부,6,1,0.17
충남,사립,한국기술교육대학교,지역인재,,데이터경영전공,6,1,0.17
충북,사립,극동대학교,정원 외 학생부교과 특성화고 동일계전형(정원 외),,항공운항서비스학과,6,1,0.17
충북,사립,극동대학교,정원 외 학생부교과 기회균형전형(정원 외),,임상병리학과,6,1,0.17
충북,국립,충북대학교,학생부교과(지역인재전형),인문대학,독일언어문화학과,6,1,0.17
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),AI의료융합혁신교육원,첨단의료기기스쿨,50,9,0.18
충남,사립,순천향대학교,[정원내] 학생부종합(일반학생전형),AI의료융합혁신교육원,디지털의료스쿨,40,7,0.18
경기,사립,아주대학교,고교추천전형,,디지털미디어학과,17,3,0.18
대전,국립,충남대학교,지역인재전형,자연과학대학,화학과*,11,2,0.18
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),AI의료융합혁신교육원,디지털의료스쿨,32,6,0.19
경기,사립,화성의과학대학교,(정원내) 학생부 교과우수자 전형,,데이터사이언스학과,16,3,0.19
경기,사립,수원대학교,특성화고 등을 졸업한 재직자전형,경영공학대학,경영공학대학,40,8,0.2
충남,사립,금강대학교,일반전형,,"프라마나학부 | 불교학전공, 행정학전공, 경영학전공, 사회복지학전공, 프라마나전공",40,8,0.2
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),공과대학,에너지공학부,20,4,0.2
충북,사립,극동대학교,정원 외 학생부교과 기회균형전형(정원 외),,"사회복지학부(사회복지, 재활상담치료, 안경광학, 상담복지)",15,3,0.2
경기,사립,한신대학교,논술,자연,빅데이터융합학,10,2,0.2
경기,사립,한양대학교(ERICA),학생부교과(지역균형선발),소프트웨어융합대학,ICT융합학부,10,2,0.2
대전,사립,목원대학교,"교과전형 경쟁률 현황 교과100 [면접없음, 수능최저없음]",미술·디자인대학,"입체조형학부(조소전공, 입체캐릭터전공)",10,2,0.2
세종,사립,고려대학교(세종),학생부교과(일반전형),공공정책대학,빅데이터사이언스학부,10,2,0.2
충남,사립,백석대학교,정원외 모집 학생부 교과 특성화고교 일반전형,,사회복지학부,10,2,0.2
충남,사립,백석대학교,정원외 모집 학생부 교과 + 면접 만학도,,기독교학부,10,2,0.2
충남,사립,순천향대학교,[정원내] 학생부교과(교과우수자전형),글로벌경영대학,글로벌문화산업학과,10,2,0.2
충북,사립,건국대학교(글로컬),[학생부교과] 특성화고졸재직자(정원외),KU글로컬혁신대학,라이프설계융합학과,10,2,0.2
충북,사립,세명대학교,면접우수자전형(정원내),인문사회,외국어학부 [영미언어문화/중국언어문화/일본언어문화],10,2,0.2
충북,사립,청주대학교,정원내 교과인재전형 [교과100%],보건의료과학대학,"바이오의약학과 / 충북 도내 유일의 교육용 GMP 실습실을 보유한 학과, 앵커(RISE) 사업을 통한 장학금 및 최첨단 실습교육 지원",10,2,0.2
충북,사립,청주대학교,정원내 미래인재전형 [교과100%],경상대학,무역학과 / 최근 3년 졸업생 취업률 75.1% (전국 무역학과 동일지표 평균대비 11.1% 높은수준). 최근 3년 인재양성 재정지원사업 4.5억원 수주,10,2,0.2
충북,사립,청주대학교,정원내 미래인재전형 [교과100%],보건의료과학대학,"제약공학과 / NCS직무능력은행제 전국 최초 인증, 앵커(RISE)사업을 통한 장학금 및 첨단실습제공, 인공지능활용 교과 운영",10,2,0.2
서울,사립,서울기독대학교,일반전형,,운동건강관리,6,1,0.2
경기,사립,가톨릭대학교(부천),학생부교과(지역균형전형),,사회학과,5,1,0.2
경기,사립,가톨릭대학교(부천),학생부교과(지역균형전형),,회계학과,5,1,0.2
경기,사립,가톨릭대학교(부천),학생부교과(지역균형전형),,의류학과,5,1,0.2
경기,사립,강남대학교,[정원외]학생부교과(기초차상위전형),공학계,컴퓨터공학부,5,1,0.2
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,유럽중남미학부(독일학전공),5,1,0.2
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,유럽중남미학부(포르투갈브라질학전공),5,1,0.2
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,글로벌한국어과,5,1,0.2
경기,사립,대진대학교,학생부교과(학교장추천전형) - 교과100%,인문사회대학,국제통상학과,5,1,0.2
경기,사립,명지대학교(용인),학생부교과(교과면접전형),,데이터사이언스전공,5,1,0.2
경기,사립,신한대학교(의정부/동두천),일반전형(교과60%+면접40%),,산업디자인학과,5,1,0.2
경기,사립,중부대학교(고양),학교생활우수자전형,,작업치료학과 / 작업치료학과,5,1,0.2
경기,사립,협성대학교,정원내 [학생부종합]융합인재Ⅱ(면접),경영대학,유통경영학과,5,1,0.2
경기,사립,협성대학교,정원내 [학생부종합]융합인재Ⅱ(면접),이공대학,건축공학과,5,1,0.2
서울,사립,가톨릭대학교(서울),학생부교과(지역균형전형),,사회학과,5,1,0.2
서울,사립,가톨릭대학교(서울),학생부교과(지역균형전형),,회계학과,5,1,0.2
서울,사립,가톨릭대학교(서울),학생부교과(지역균형전형),,의류학과,5,1,0.2
서울,사립,동덕여자대학교,학생부교과우수자 특별전형,인문대학,국사학전공,5,1,0.2
서울,사립,명지대학교(서울),학생부교과(교과면접전형),,데이터사이언스전공,5,1,0.2
서울,사립,서경대학교,기회균형② 특별전형 - 서해5도,,미래융합학부1,5,1,0.2
서울,사립,성신여자대학교,지역균형,,영어영문학과,5,1,0.2
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,이과대학,통계학과,5,1,0.2
서울,사립,숙명여자대학교,[학생부교과] 지역균형선발전형,공과대학,데이터사이언스전공,5,1,0.2
서울,사립,이화여자대학교,학생부교과(고교추천전형),공과대학,환경공학과,5,1,0.2
서울,사립,이화여자대학교,학생부교과(고교추천전형),사범대학,수학교육과,5,1,0.2
서울,사립,한양대학교(서울),학생부교과(추천형),공과대학,건축공학부,5,1,0.2
인천,국립,인천대학교,학생부교과(교과성적우수자),도시과학대학,도시환경공학부 환경공학전공,5,1,0.2
대전,사립,건양대학교(대전),지역[교과],,"국방XR학부 (영상,미디어,AR,VR,가상현실 등)",5,1,0.2
대전,사립,건양대학교(대전),학생부종합전형,,의료IT공학과,5,1,0.2
대전,사립,건양대학교(대전),학생부종합전형,,의료신소재학과,5,1,0.2
대전,사립,목원대학교,"지역인재전형 경쟁률 현황 교과100 [면접없음, 수능최저없음]",AISW융합대학,"컴퓨터융합학부 [SW] (컴퓨터공학전공, AI실감콘텐츠전공, 사이버보안전공)",5,1,0.2
대전,사립,우송대학교,정원내 학생부 교과 - 자기추천 전형 (교과100% / 12과목 반영),소프트웨어(SW)융합대학,AI·컴퓨터공학과,5,1,0.2
대전,국립,충남대학교,지역인재전형,사회과학대학,정치외교학과,5,1,0.2
충남,사립,건양대학교(논산),지역[교과],,"국방XR학부 (영상,미디어,AR,VR,가상현실 등)",5,1,0.2
충남,사립,건양대학교(논산),학생부종합전형,,의료IT공학과,5,1,0.2
충남,사립,건양대학교(논산),학생부종합전형,,의료신소재학과,5,1,0.2
충남,사립,나사렛대학교,장애학생(학생부종합/실기위주),,"기독교학부(신학전공, 기독교상담교육학전공)",5,1,0.2
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,유럽중남미학부(독일학전공),5,1,0.2
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,유럽중남미학부(포르투갈브라질학전공),5,1,0.2
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,글로벌한국어과,5,1,0.2
충남,사립,백석대학교,정원외 모집 학생부 교과 특성화고교 일반전형,,보건학부 물리치료학과,5,1,0.2
충남,사립,상명대학교(천안),정원외 학생부종합(조기취업형계약학과전형),,(주)제닉,5,1,0.2
충남,사립,유원대학교(아산),학생부종합,,산업안전보건학과,5,1,0.2
충남,사립,중부대학교(금산),학교생활우수자전형,,작업치료학과 / 작업치료학과,5,1,0.2
충북,사립,세명대학교,특성화고교인재전형(정원내),인문사회,미디어콘텐츠창작학과,5,1,0.2
충북,사립,세명대학교,특성화고교인재전형(정원내),공학,재난안전학과,5,1,0.2
충북,사립,유원대학교(영동),학생부종합,,산업안전보건학과,5,1,0.2
충북,사립,중원대학교,학생부교과 (일반전형2),,자율전공학부,5,1,0.2
충북,사립,청주대학교,"정원내 교과면접전형 경쟁률 현황 ※ 면접전형 : 교과70%+ 면접30% 단, 항공서비스학과 만 교과60%+ 면접40% 생활기록부 미반영 면접",예술대학,"산업디자인학과 / 세계 3대 디자인어워드 19년 연속 수상!, 제57회 대한민국디자인전람회 대통령상 수상, 전국최고 공시취업률 92.6%(2022년, 3년 평균 76.6%)달성!",5,1,0.2
충북,사립,중원대학교,학생부교과 (일반전형1),,기계공학과,24,5,0.21
서울,사립,한성대학교,교과우수전형,AI융합대학,문학문화콘텐츠학과,14,3,0.21
충북,사립,세명대학교,인문계고교전형(정원내),예체능,시각·영상디자인학과,14,3,0.21
인천,사립,인하대학교,학생부교과 지역균형,문과대학,문화콘텐츠문화경영학과,9,2,0.22
충남,사립,상명대학교(천안),정원내 학생부교과(학생부교과전형),,ARㆍVR미디어디자인전공,9,2,0.22
충북,사립,청주대학교,정원내 미래인재전형 [교과100%],AI·SW융합대학,"디지털보안학과 / SW중심대학사업 8년간 150억, 산업보안·사이버보안 인재양성사업 주관(2026년 1.75억), 전국 SW개발보안 경진대회 대상·최우수상 수상",9,2,0.22
대전,사립,건양대학교(대전),일반[교과],,"국방XR학부 (영상,미디어,AR,VR,가상현실 등)",22,5,0.23
충남,사립,건양대학교(논산),일반[교과],,"국방XR학부 (영상,미디어,AR,VR,가상현실 등)",22,5,0.23
경기,사립,단국대학교(죽전),[학생부교과] 지역균형선발 경쟁률 현황 (죽전),,경영학부,13,3,0.23
경기,사립,화성의과학대학교,(정원내) 학생부 교과우수자 전형,,라이프스타일테크학과,13,3,0.23
대전,사립,대전대학교,"교과면접전형 [1단계:교과/출석 100%, 2단계:교과/출석 60% + 면접 40%]",SW융합대학,컴퓨터공학과 [교직],13,3,0.23
충남,사립,단국대학교(천안),[학생부교과] 지역균형선발 경쟁률 현황 (죽전),,경영학부,13,3,0.23
서울,국립,서울과학기술대학교,고교추천전형,공과대학,안전공학과,17,4,0.24
충북,사립,우석대학교(진천),학생부교과_교과,휴먼테크 융합대학 (진천),휴먼테크 자율전공학부(진천) / 건축학부 경찰범죄심리학과 군사안보학과 글로벌디자인문화경영학부 문예창작학과 바이오융합학과,17,4,0.24
충남,사립,나사렛대학교,일반학생전형(학생부교과/실기위주),,공공인재학과,20,5,0.25
경기,국립,국립한국교통대학교(의왕),평생학습자전형Ⅲ,,이차전지공학과(야),12,3,0.25
경기,사립,아주대학교,고교추천전형,,지능형반도체공학과,12,3,0.25
경기,사립,한신대학교,논술,인문,경제금융학,12,3,0.25
충북,국립,국립한국교통대학교(충주증평),평생학습자전형Ⅲ,,이차전지공학과(야),12,3,0.25
충북,사립,극동대학교,정원 외 학생부교과 기회균형전형(정원 외),,항공운항서비스학과,12,3,0.25
충북,사립,우석대학교(진천),실기(실적)위주_실기일반,체육대학,태권도학과(전주) [교직] / 겨루기,12,3,0.25
경기,사립,가천대학교(성남),학생부우수자 전형,자연계열,스마트시티학과,8,2,0.25
경기,사립,단국대학교(죽전),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,경영공학과,8,2,0.25
경기,사립,대진대학교,"학생부종합(윈윈대진전형) - 1단계:서류평가100%, 2단계:1단계 성적70% + 면접30%",AI공과대학,데이터경영산업공학과 [교직],8,2,0.25
경기,사립,용인대학교,정원내 교과성적우수자 특별전형,인문사회융합대학,인문사회 / 경영학과,8,2,0.25
서울,사립,동덕여자대학교,학생부교과우수자 특별전형,문화지식융합대학,글로벌MICE융합전공,8,2,0.25
인천,사립,가천대학교(인천),학생부우수자 전형,자연계열,스마트시티학과,8,2,0.25
인천,사립,인하대학교,학생부종합 인하미래인재(서류형),사회과학대학,행정학과,8,2,0.25
대전,국립,국립한밭대학교,지역인재(종합)전형,,반도체시스템공학과,8,2,0.25
세종,사립,고려대학교(세종),논술(일반전형),과학기술대학,신소재화학과,8,2,0.25
충남,사립,단국대학교(천안),[학생부교과] 학생부교과우수자 경쟁률 현황 (천안),,경영공학과,8,2,0.25
충북,사립,청주대학교,정원내 교과인재전형 [교과100%],인문사회대학,"경찰행정학과 / 청원경찰서와 연계한 경찰 현장 실습으로 차별화된 현장감 있는 경찰 교육, 전 학년 대상 토익 특강과 전문 경찰 영어 교육을 통해 대한민국을 이끌어갈 정예 경찰관 육성",8,2,0.25
경기,사립,경희대학교(용인),국제캠퍼스 학생부교과(지역균형전형),인문계열,글로벌커뮤니케이션학부,4,1,0.25
경기,사립,대진대학교,학생부교과(학생부우수자전형) - 교과70% + 면접30%,인문사회대학,국제지역학과,4,1,0.25
경기,사립,대진대학교,학생부교과(학교장추천전형) - 교과100%,인문사회대학,문예콘텐츠창작학과,4,1,0.25
경기,사립,대진대학교,학생부교과(학교장추천전형) - 교과100%,인문사회대학,공공인재법학과,4,1,0.25
경기,사립,서울신학대학교,[학생부종합]H+인재전형,,데이터사이언스학과,4,1,0.25
경기,사립,안양대학교(안양),학생부교과(아리학생부면접),,신학과,4,1,0.25
경기,사립,안양대학교(안양),학생부교과(아리학생부면접),,데이터사이언스학과(야간),4,1,0.25
경기,사립,을지대학교(성남의정부),EU서류형,,첨단학부,4,1,0.25
경기,국립,한경국립대학교,학생부교과(지역균형선발_안성)_정원내,,공과대학,4,1,0.25
경기,사립,한국외국어대학교(용인),학교장추천전형,,인도·남아시아학과,4,1,0.25
경기,사립,한국외국어대학교(용인),학교장추천전형,,루마니아학과,4,1,0.25
경기,사립,한국외국어대학교(용인),학교장추천전형,,환경학과,4,1,0.25
경기,사립,한국외국어대학교(용인),학교장추천전형,,Finance & AI융합학부,4,1,0.25
경기,사립,한국외국어대학교(용인),기회균형전형,,Finance & AI융합학부,4,1,0.25
경기,사립,협성대학교,정원내 [학생부교과]미래창의인재,이공대학,컴퓨터공학과,4,1,0.25
서울,사립,건국대학교(서울),학생부교과(KU지역균형),부동산과학원,부동산학과,4,1,0.25
서울,사립,경희대학교(서울),국제캠퍼스 학생부교과(지역균형전형),인문계열,글로벌커뮤니케이션학부,4,1,0.25
서울,사립,서울여자대학교,학생부교과(교과우수자전형),과학기술융합대학,수학과,4,1,0.25
서울,사립,서울여자대학교,학생부교과(교과우수자전형),미래산업융합대학,인공지능전공,4,1,0.25
서울,사립,성신여자대학교,지역균형,,독일어문·문화학과,4,1,0.25
서울,사립,성신여자대학교,지역균형,,사학과,4,1,0.25
서울,사립,성신여자대학교,지역균형,,지리학과,4,1,0.25
서울,사립,성신여자대학교,지역균형,,사회복지학과,4,1,0.25
서울,사립,성신여자대학교,지역균형,,수리통계데이터사이언스학부(통계학/빅데이터사이언스),4,1,0.25
서울,사립,성신여자대학교,지역균형,,화학·에너지융합학부,4,1,0.25
서울,사립,성신여자대학교,지역균형,,바이오헬스융합학부,4,1,0.25
서울,사립,성신여자대학교,지역균형,,융합보안공학과,4,1,0.25
서울,사립,성신여자대학교,지역균형,,한문교육과,4,1,0.25
서울,사립,세종대학교,학생부교과(지역균형 전형),생명과학,스마트생명산업융합학과,4,1,0.25
서울,사립,한국외국어대학교(서울),학교장추천전형,,인도·남아시아학과,4,1,0.25
서울,사립,한국외국어대학교(서울),학교장추천전형,,루마니아학과,4,1,0.25
서울,사립,한국외국어대학교(서울),학교장추천전형,,환경학과,4,1,0.25
서울,사립,한국외국어대학교(서울),학교장추천전형,,Finance & AI융합학부,4,1,0.25
서울,사립,한국외국어대학교(서울),기회균형전형,,Finance & AI융합학부,4,1,0.25
서울,국립,한국체육대학교,특수교육대상자,,태권도학과-공인품새,4,1,0.25
인천,사립,안양대학교(강화),학생부교과(아리학생부면접),,신학과,4,1,0.25
인천,사립,안양대학교(강화),학생부교과(아리학생부면접),,데이터사이언스학과(야간),4,1,0.25
인천,사립,인하대학교,학생부종합 인하미래인재(서류형),문과대학,철학과,4,1,0.25
인천,사립,인하대학교,학생부교과 지역균형,공과대학,공간정보공학과,4,1,0.25
대전,사립,건양대학교(대전),학생부종합전형,,스마트보안학과,4,1,0.25
대전,국립,국립한밭대학교,지역인재(교과)전형,,정보통신공학과,4,1,0.25
대전,사립,대전대학교,지역인재Ⅰ전형 [교과/출석 100%],디자인·아트대학,건축학과(4년제),4,1,0.25
대전,사립,우송대학교,정원내 학생부 교과 - 지역인재 전형 (교과100% / 12과목 반영),소프트웨어(SW)융합대학,AI·컴퓨터공학과,4,1,0.25
대전,사립,을지대학교(대전),EU서류형,,첨단학부,4,1,0.25
대전,국립,충남대학교,지역인재전형,농업생명과학대학,응용생물학과*,4,1,0.25
대전,국립,충남대학교,지역인재전형,창의융합대학,자연과학융합학부 생활과학대학자율전공,4,1,0.25
충남,사립,건양대학교(논산),학생부종합전형,,스마트보안학과,4,1,0.25
충남,사립,나사렛대학교,장애학생(학생부종합/실기위주),,인간재활학과,4,1,0.25
충남,사립,남서울대학교,학생부교과(교과＋면접)(계약학과 채용조건형_정원외),AI 공과대학,(충남형)AI 스마트산업시스템공학과 ㈜에코에너젠,4,1,0.25
충남,사립,남서울대학교,학생부교과(교과＋면접)(계약학과 채용조건형_정원외),AI 공과대학,(충남형)AI 플랫폼소프트웨어학과 ㈜파로스시스템,4,1,0.25
충남,사립,백석대학교,정원외 모집 학생부 교과 농어촌학생 일반전형,,관광학부 글로벌호텔비즈니스,4,1,0.25
충남,사립,백석대학교,정원외 모집 학생부 교과 + 면접 계약학과,,온리유 헤어룸,4,1,0.25
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),인문사회과학대학,한국문화콘텐츠학과,4,1,0.25
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),공과대학,나노화학공학과,4,1,0.25
충남,사립,순천향대학교,[정원내] 학생부교과(충청형지역인재전형),공과대학,에너지환경공학과,4,1,0.25
